Age,Gender,Weight,Height,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration,Fat_Percentage,Water_Intake,Workout_Frequency,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned,Workout_Type_HIIT,Workout_Type_Mixed,Workout_Type_Strength,Workout_Type_Yoga
41,0,69.0,1.56,175.0,137.0,67.0,0.61,28.6,2.9,3,1,28.5,7.0,0.6481481481481481,4.537037037037037,191.0,0,0,0,0
32,1,50.3,1.67,189.0,161.0,76.0,0.87,23.5,4.1,3,0,18.0,8.0,0.7522123893805309,6.017699115044247,263.3,0,1,0,0
48,1,82.7,1.77,170.0,146.0,74.0,0.83,31.0,4.1,3,0,26.5,8.0,0.75,6.0,411.8,0,1,0,0
26,1,63.8,1.68,199.0,154.0,71.0,0.79,24.5,2.8,3,0,22.5,7.0,0.6484375,4.5390625,228.8,0,0,0,0
56,0,70.9,1.7,160.0,115.0,60.0,1.06,22.0,3.9,5,3,24.6,3.0,0.55,1.65,124.0,0,0,0,1
19,1,81.4,1.64,205.0,168.0,58.0,1.21,18.0,4.8,6,3,30.2,8.0,0.7482993197278912,5.98639455782313,589.6,0,1,0,0
25,0,62.9,1.64,188.0,136.0,73.0,0.86,28.5,4.3,5,1,23.5,3.0,0.5478260869565217,1.643478260869565,88.9,0,0,0,1
24,0,74.0,1.67,198.0,138.0,65.0,0.75,22.8,4.1,4,1,26.5,3.0,0.5488721804511278,1.6466165413533835,91.4,0,0,0,1
56,0,68.7,1.68,156.0,134.0,67.0,0.97,27.2,4.4,5,2,24.2,8.0,0.7528089887640449,6.022471910112359,401.3,0,1,0,0
59,1,57.5,1.56,166.0,127.0,79.0,0.49,30.2,3.2,2,0,23.6,3.0,0.5517241379310345,1.6551724137931034,46.6,0,0,0,1
33,1,64.6,1.67,187.0,152.0,69.0,0.62,23.0,3.2,4,1,23.1,6.0,0.7033898305084746,4.220338983050848,169.0,0,0,1,0
52,1,90.4,1.84,169.0,143.0,63.0,0.57,17.4,3.9,5,1,26.8,8.0,0.7547169811320755,6.037735849056604,311.1,0,1,0,0
47,0,56.5,1.64,169.0,134.0,69.0,1.41,15.7,3.5,7,3,21.1,7.0,0.65,4.55,362.5,0,0,0,0
27,1,47.2,1.56,198.0,159.0,67.0,0.91,11.5,3.4,6,2,19.5,6.0,0.7022900763358778,4.213740458015267,181.0,0,0,1,0
55,0,67.3,1.66,168.0,133.0,66.0,0.8,18.1,3.0,5,1,24.3,7.0,0.6568627450980392,4.598039215686274,247.6,0,0,0,0
35,1,64.1,1.61,182.0,152.0,62.0,1.23,13.2,4.5,6,3,24.8,8.0,0.75,6.0,473.1,0,1,0,0
22,0,43.0,1.55,198.0,177.0,57.0,1.13,20.8,3.7,4,2,18.0,9.5,0.851063829787234,8.085106382978724,392.9,1,0,0,0
46,1,68.7,1.69,170.0,125.0,71.0,1.33,12.8,4.6,4,2,24.0,3.0,0.5454545454545454,1.6363636363636362,149.5,0,0,0,1
56,1,49.4,1.61,159.0,136.0,81.0,0.86,29.7,4.0,3,1,19.1,6.0,0.7051282051282052,4.230769230769231,179.7,0,0,1,0
51,1,69.4,1.62,166.0,127.0,79.0,0.63,28.9,3.5,2,0,26.5,3.0,0.5517241379310345,1.6551724137931034,72.4,0,0,0,1
40,0,51.7,1.7,179.0,146.0,70.0,0.71,26.9,2.7,3,0,18.0,6.0,0.6972477064220184,4.18348623853211,153.6,0,0,1,0
22,0,73.9,1.53,198.0,177.0,55.0,0.97,9.2,3.5,6,3,31.7,9.5,0.8531468531468531,8.104895104895105,581.0,1,0,0,0
47,1,51.4,1.51,173.0,159.0,82.0,0.79,22.5,3.2,2,0,22.6,9.5,0.8461538461538461,8.038461538461538,326.4,1,0,0,0
23,0,62.7,1.75,193.0,162.0,69.0,0.9,21.0,3.9,4,1,20.5,8.0,0.75,6.0,338.6,0,1,0,0
21,0,50.6,1.49,203.0,156.0,68.0,0.91,20.9,2.9,4,1,22.9,7.0,0.6518518518518519,4.562962962962963,210.1,0,0,0,0
46,0,65.7,1.58,179.0,148.0,76.0,0.7,22.3,3.9,4,1,26.2,6.0,0.6990291262135923,4.194174757281553,192.9,0,0,1,0
40,1,62.0,1.5,185.0,143.0,67.0,0.71,19.8,3.0,3,1,27.6,7.0,0.6440677966101694,4.508474576271186,198.5,0,0,0,0
23,1,61.0,1.63,201.0,182.0,79.0,0.67,28.9,2.9,3,0,22.9,9.5,0.8442622950819673,8.02049180327869,327.8,1,0,0,0
49,1,54.2,1.72,158.0,121.0,75.0,0.57,22.6,3.7,3,0,18.2,3.0,0.5542168674698795,1.6626506024096386,51.4,0,0,0,1
59,0,54.8,1.69,156.0,120.0,76.0,0.72,33.0,3.9,2,0,19.2,3.0,0.55,1.65,65.1,0,0,0,1
35,1,90.8,1.9,178.0,154.0,83.0,0.62,25.8,3.8,3,0,25.1,8.0,0.7473684210526316,5.978947368421053,336.6,0,1,0,0
32,0,89.4,1.79,179.0,131.0,73.0,0.61,24.2,3.4,3,0,27.9,3.0,0.5471698113207547,1.641509433962264,89.5,0,0,0,1
57,0,71.7,1.59,169.0,121.0,62.0,0.84,15.9,3.6,4,2,28.5,3.0,0.5514018691588785,1.6542056074766354,99.6,0,0,0,1
49,1,60.1,1.56,179.0,164.0,74.0,0.25,27.9,2.5,3,0,24.7,9.5,0.8571428571428571,8.142857142857142,122.3,1,0,0,0
26,1,100.6,1.9,194.0,157.0,69.0,0.65,34.0,3.9,2,0,27.9,6.0,0.704,4.224,276.2,0,0,1,0
54,1,101.0,1.79,168.0,144.0,70.0,1.0,11.9,4.6,5,2,31.6,8.0,0.7551020408163265,6.040816326530612,610.1,0,1,0,0
27,0,87.0,1.74,191.0,152.0,79.0,0.65,30.8,2.9,3,0,28.8,7.0,0.6517857142857143,4.5625,258.0,0,0,0,0
37,0,78.8,1.69,189.0,144.0,60.0,1.34,9.6,3.6,7,3,27.7,7.0,0.6511627906976745,4.558139534883721,481.3,0,0,0,0
23,1,60.6,1.71,198.0,178.0,65.0,0.55,16.6,2.7,4,1,20.8,9.5,0.849624060150376,8.071428571428571,269.0,1,0,0,0
20,0,65.3,1.53,197.0,148.0,55.0,1.09,15.5,3.7,7,3,27.9,7.0,0.6549295774647887,4.584507042253521,326.3,0,0,0,0
59,1,74.3,1.7,164.0,122.0,71.0,0.52,27.4,3.8,2,0,25.8,3.0,0.5483870967741935,1.6451612903225803,63.6,0,0,0,1
28,1,75.7,1.69,191.0,138.0,74.0,0.92,26.1,4.7,3,0,26.6,3.0,0.5470085470085471,1.6410256410256412,114.3,0,0,0,1
34,1,73.4,1.59,187.0,130.0,61.0,0.92,23.1,4.0,3,1,29.0,3.0,0.5476190476190477,1.642857142857143,110.9,0,0,0,1
49,1,67.3,1.63,174.0,134.0,85.0,0.25,24.3,2.8,2,0,25.4,3.0,0.550561797752809,1.651685393258427,27.8,0,0,0,1
21,1,79.1,1.83,205.0,185.0,72.0,0.69,22.4,2.9,5,1,23.6,9.5,0.849624060150376,8.071428571428571,440.5,1,0,0,0
21,1,54.8,1.67,205.0,145.0,73.0,0.88,18.8,3.7,3,1,19.7,3.0,0.5454545454545454,1.6363636363636362,78.9,0,0,0,1
34,0,81.2,1.89,187.0,134.0,69.0,0.71,27.6,3.5,4,1,22.8,3.0,0.5508474576271186,1.652542372881356,95.3,0,0,0,1
58,0,56.4,1.51,157.0,134.0,64.0,1.14,14.7,4.5,6,3,24.9,8.0,0.7526881720430108,6.021505376344086,387.2,0,1,0,0
36,1,66.5,1.63,173.0,158.0,73.0,0.69,19.8,2.4,3,0,25.1,9.5,0.85,8.075,370.5,1,0,0,0
22,1,58.1,1.53,204.0,157.0,69.0,0.45,16.5,2.4,5,1,25.0,7.0,0.6518518518518519,4.562962962962963,119.3,0,0,0,0
49,0,67.7,1.56,177.0,147.0,77.0,0.67,23.7,3.3,3,1,27.8,6.0,0.7,4.199999999999999,190.5,0,0,1,0
39,0,70.1,1.6,178.0,151.0,70.0,0.95,15.2,3.9,6,2,27.5,8.0,0.75,6.0,399.6,0,1,0,0
23,1,69.6,1.71,197.0,142.0,75.0,0.5,32.1,3.6,2,0,23.8,3.0,0.5491803278688525,1.6475409836065575,57.3,0,0,0,1
52,1,60.0,1.71,169.0,142.0,80.0,0.62,18.7,3.2,5,1,20.6,6.0,0.6966292134831461,4.179775280898877,155.5,0,0,1,0
39,0,66.4,1.61,184.0,144.0,70.0,1.04,19.8,3.3,5,1,25.5,7.0,0.6491228070175439,4.543859649122807,313.8,0,0,0,0
18,1,70.0,1.46,205.0,153.0,57.0,1.11,13.2,3.5,6,3,33.0,7.0,0.6486486486486487,4.54054054054054,352.8,0,0,0,0
37,0,84.5,1.83,176.0,138.0,66.0,1.4,23.7,4.0,5,2,25.3,7.0,0.6545454545454545,4.581818181818182,542.0,0,0,0,0
39,1,62.2,1.65,184.0,147.0,77.0,0.72,26.8,2.8,2,0,22.8,7.0,0.6542056074766355,4.579439252336448,205.1,0,0,0,0
28,0,64.3,1.57,193.0,174.0,64.0,0.44,23.0,2.4,3,1,26.1,9.5,0.8527131782945736,8.10077519379845,229.2,1,0,0,0
30,1,76.9,1.71,187.0,169.0,67.0,1.13,15.4,3.5,7,2,26.4,9.5,0.85,8.075,701.7,1,0,0,0
59,1,76.2,1.7,165.0,140.0,81.0,0.52,23.0,3.2,3,1,26.3,6.0,0.7023809523809523,4.2142857142857135,167.0,0,0,1,0
20,1,80.1,1.65,199.0,168.0,75.0,0.99,27.5,5.0,4,1,29.5,8.0,0.75,6.0,475.8,0,1,0,0
26,0,73.4,1.69,194.0,164.0,73.0,0.73,23.1,4.0,4,1,25.5,8.0,0.7520661157024794,6.016528925619835,322.4,0,1,0,0
29,1,71.7,1.56,193.0,151.0,72.0,0.94,21.1,3.9,3,1,29.3,7.0,0.6528925619834711,4.570247933884298,308.0,0,0,0,0
40,0,76.8,1.76,178.0,145.0,70.0,0.55,23.8,3.1,2,0,24.9,6.0,0.6944444444444444,4.166666666666666,176.0,0,0,1,0
31,0,75.0,1.58,192.0,172.0,60.0,0.71,22.7,3.1,5,2,30.0,9.5,0.8484848484848485,8.06060606060606,429.2,1,0,0,0
50,0,75.6,1.62,168.0,124.0,71.0,0.49,15.5,3.3,5,1,28.8,3.0,0.5463917525773195,1.6391752577319587,60.7,0,0,0,1
35,0,84.3,1.74,193.0,157.0,73.0,0.7,22.0,3.5,3,0,27.7,6.0,0.7,4.199999999999999,247.8,0,0,1,0
58,1,88.0,1.8,163.0,138.0,63.0,0.5,21.0,4.0,5,1,27.2,8.0,0.75,6.0,264.0,0,1,0,0
26,1,104.9,1.84,191.0,150.0,73.0,0.62,22.5,3.1,3,0,33.2,7.0,0.652542372881356,4.567796610169491,317.8,0,0,0,0
40,1,90.2,1.79,182.0,155.0,77.0,0.5,26.0,3.7,3,0,28.3,8.0,0.7428571428571429,5.942857142857143,268.0,0,1,0,0
27,0,55.9,1.65,198.0,165.0,68.0,1.37,15.9,5.199999999999999,7,2,20.6,8.0,0.7461538461538462,5.969230769230769,457.1,0,1,0,0
36,1,58.2,1.53,176.0,159.0,61.0,1.11,13.1,3.7,6,2,25.0,9.5,0.8521739130434782,8.095652173913043,523.0,1,0,0,0
22,0,76.0,1.82,204.0,164.0,70.0,0.4,25.5,3.0,5,1,22.9,6.0,0.7014925373134329,4.208955223880597,128.0,0,0,1,0
40,0,104.9,1.82,182.0,153.0,67.0,1.09,14.7,4.8,6,2,32.3,8.0,0.7478260869565218,5.982608695652174,694.5,0,1,0,0
47,0,75.4,1.61,173.0,146.0,64.0,0.64,22.2,3.9,4,1,29.0,8.0,0.7522935779816514,6.018348623853211,290.4,0,1,0,0
42,1,100.9,1.77,175.0,128.0,71.0,0.73,27.2,4.2,2,0,32.1,3.0,0.5480769230769231,1.6442307692307694,121.1,0,0,0,1
45,0,56.8,1.65,177.0,161.0,70.0,1.15,24.1,3.2,4,1,21.0,9.5,0.8504672897196262,8.07943925233645,527.7,1,0,0,0
51,1,95.1,1.83,165.0,132.0,70.0,0.64,28.0,2.9,2,0,28.4,7.0,0.6526315789473685,4.568421052631579,278.1,0,0,0,0
42,1,49.2,1.63,168.0,137.0,63.0,0.8,8.0,3.4,6,2,18.5,6.0,0.7047619047619048,4.228571428571429,166.4,0,0,1,0
27,1,63.5,1.88,189.0,141.0,82.0,0.38,23.6,3.5,4,1,18.0,3.0,0.5514018691588785,1.6542056074766354,39.9,0,0,0,1
31,0,69.3,1.76,188.0,149.0,57.0,0.97,21.9,3.8,5,2,22.4,6.0,0.7022900763358778,4.213740458015267,283.3,0,0,1,0
59,1,103.9,1.86,164.0,138.0,77.0,0.96,26.1,3.6,3,1,30.0,6.0,0.7011494252873564,4.206896551724138,419.6,0,0,1,0
47,0,53.5,1.63,172.0,135.0,67.0,1.1,15.4,3.2,6,2,20.0,7.0,0.6476190476190476,4.533333333333333,266.8,0,0,0,0
58,0,70.8,1.72,156.0,127.0,59.0,0.99,20.1,4.0,4,2,23.9,6.0,0.7010309278350515,4.2061855670103085,294.8,0,0,1,0
42,0,72.1,1.58,175.0,151.0,78.0,0.25,33.6,3.8,2,0,28.8,8.0,0.7525773195876289,6.020618556701031,108.5,0,1,0,0
31,0,85.3,1.76,189.0,172.0,75.0,0.29,34.4,2.4,2,0,27.4,9.5,0.8508771929824561,8.083333333333334,200.0,1,0,0,0
52,1,103.0,1.77,171.0,145.0,66.0,1.17,8.0,4.7,6,3,32.9,8.0,0.7523809523809524,6.019047619047619,719.45,0,1,0,0
51,1,86.7,1.9,173.0,128.0,73.0,0.81,20.5,3.4,4,1,24.0,3.0,0.55,1.65,115.9,0,0,0,1
27,1,66.4,1.73,186.0,134.0,71.0,0.94,16.9,3.8,3,1,22.2,3.0,0.5478260869565217,1.643478260869565,102.6,0,0,0,1
52,1,60.3,1.75,168.0,135.0,73.0,0.58,21.5,2.6,2,0,19.6,7.0,0.6526315789473685,4.568421052631579,159.8,0,0,0,0
28,0,60.1,1.63,196.0,160.0,76.0,0.86,19.1,3.8,5,1,22.5,6.0,0.7,4.199999999999999,217.1,0,0,1,0
28,0,58.9,1.73,188.0,136.0,73.0,0.75,20.9,4.4,3,0,19.6,3.0,0.5478260869565217,1.643478260869565,72.6,0,0,0,1
38,0,48.5,1.64,191.0,158.0,58.0,1.11,20.6,4.5,7,2,18.0,8.0,0.7518796992481203,6.015037593984962,323.8,0,1,0,0
38,0,91.1,1.69,180.0,140.0,66.0,0.25,22.7,2.0000000000000004,3,0,31.9,7.0,0.6491228070175439,4.543859649122807,103.5,0,0,0,0
39,1,69.7,1.7,186.0,168.0,64.0,0.63,17.9,2.9,5,1,24.2,9.5,0.8524590163934426,8.098360655737704,355.6,1,0,0,0
24,1,93.0,1.64,199.0,181.0,79.0,0.47,27.6,3.0,2,0,34.4,9.5,0.85,8.075,353.0,1,0,0,0
34,0,58.7,1.69,183.0,165.0,68.0,0.89,27.5,3.5,3,1,20.6,9.5,0.8434782608695652,8.013043478260869,418.6,1,0,0,0
19,0,60.1,1.64,201.0,179.0,56.0,1.15,20.6,3.8,7,3,22.3,9.5,0.8482758620689655,8.058620689655173,557.0,1,0,0,0
29,0,56.3,1.64,198.0,154.0,73.0,0.56,23.8,2.4,3,0,20.9,7.0,0.648,4.5360000000000005,143.0,0,0,0,0
59,0,68.5,1.79,158.0,135.0,79.0,0.26,28.0,3.1,2,0,21.4,6.0,0.7088607594936709,4.253164556962025,75.7,0,0,1,0
35,1,79.2,1.7,186.0,146.0,73.0,1.0,17.3,3.3,4,1,27.5,7.0,0.6460176991150443,4.522123893805309,358.2,0,0,0,0
28,0,77.2,1.71,184.0,155.0,66.0,1.18,15.6,4.7,7,2,26.3,8.0,0.7542372881355932,6.033898305084746,549.7,0,1,0,0
33,1,64.7,1.53,189.0,156.0,57.0,0.98,14.5,4.4,5,3,27.5,8.0,0.75,6.0,380.4,0,1,0,0
35,1,87.1,1.72,183.0,150.0,73.0,0.43,19.2,3.4,3,0,29.4,6.0,0.7,4.199999999999999,157.3,0,0,1,0
52,0,85.4,1.73,171.0,155.0,64.0,0.84,14.0,3.1,5,2,28.4,9.5,0.8504672897196262,8.07943925233645,579.6,1,0,0,0
43,0,53.7,1.64,173.0,125.0,66.0,0.75,23.1,3.5,4,1,20.0,3.0,0.5514018691588785,1.6542056074766354,66.6,0,0,0,1
33,1,78.1,1.89,189.0,160.0,74.0,0.94,29.9,4.4,2,0,21.9,8.0,0.7478260869565218,5.982608695652174,439.2,0,1,0,0
23,1,51.6,1.45,195.0,152.0,70.0,0.67,26.6,2.8,3,0,24.5,7.0,0.656,4.5920000000000005,158.8,0,0,0,0
59,0,104.9,1.76,150.0,124.0,62.0,1.15,15.4,4.2,7,3,34.95,6.0,0.7045454545454546,4.227272727272728,526.0,0,0,1,0
29,1,83.1,1.75,191.0,160.0,67.0,0.97,21.4,4.1,7,2,27.1,8.0,0.75,6.0,483.6,0,1,0,0
30,0,73.5,1.73,196.0,144.0,81.0,0.55,26.8,4.0,2,0,24.4,3.0,0.5478260869565217,1.643478260869565,66.4,0,0,0,1
21,0,76.9,1.7,194.0,154.0,61.0,1.42,8.0,4.7,7,3,26.7,6.0,0.6992481203007519,4.195488721804511,458.1,0,0,1,0
56,1,65.0,1.74,161.0,131.0,76.0,0.69,18.9,2.8,3,0,21.6,7.0,0.6470588235294118,4.529411764705882,203.1,0,0,0,0
19,1,78.2,1.77,205.0,165.0,71.0,0.44,23.3,2.7,2,0,25.0,6.0,0.7014925373134329,4.208955223880597,144.8,0,0,1,0
43,0,71.9,1.61,180.0,128.0,65.0,1.06,18.0,4.1,4,2,27.8,3.0,0.5478260869565217,1.643478260869565,125.3,0,0,0,1
44,0,69.8,1.71,174.0,121.0,55.0,1.07,17.0,4.7,7,3,23.9,3.0,0.5546218487394958,1.6638655462184877,124.3,0,0,0,1
44,1,57.9,1.66,177.0,143.0,61.0,0.74,27.5,3.4,5,1,21.0,6.0,0.7068965517241379,4.241379310344827,181.7,0,0,1,0
32,1,58.4,1.57,185.0,142.0,64.0,0.96,23.5,3.3,4,2,23.7,7.0,0.6446280991735537,4.512396694214876,253.0,0,0,0,0
25,1,69.7,1.75,205.0,183.0,57.0,1.2,10.6,4.1,6,3,22.7,9.5,0.8513513513513513,8.087837837837837,676.5,1,0,0,0
24,1,49.0,1.62,200.0,170.0,78.0,0.58,22.6,3.8,3,0,18.6,8.0,0.7540983606557377,6.032786885245901,171.5,0,1,0,0
57,0,50.8,1.53,172.0,126.0,70.0,0.68,30.2,3.4,3,0,21.7,3.0,0.5490196078431373,1.647058823529412,56.9,0,0,0,1
29,0,48.7,1.63,191.0,165.0,85.0,0.72,31.1,3.9,3,0,18.4,8.0,0.7547169811320755,6.037735849056604,211.7,0,1,0,0
30,0,48.8,1.6,184.0,141.0,63.0,0.87,10.2,2.8,7,2,19.1,7.0,0.6446280991735537,4.512396694214876,191.6,0,0,0,0
34,1,61.8,1.78,189.0,135.0,70.0,0.71,18.2,3.7,4,1,19.4,3.0,0.5462184873949579,1.638655462184874,71.9,0,0,0,1
34,1,79.9,1.7,192.0,138.0,72.0,0.3,26.9,3.2,2,0,27.8,3.0,0.55,1.65,39.6,0,0,0,1
53,0,99.0,1.82,173.0,144.0,74.0,1.05,25.6,3.9,5,1,30.0,6.0,0.7070707070707071,4.242424242424242,441.0,0,0,1,0
38,1,46.9,1.61,174.0,142.0,69.0,0.69,17.9,3.5,5,1,18.0,6.0,0.6952380952380952,4.171428571428571,135.0,0,0,1,0
25,1,94.7,1.77,196.0,155.0,60.0,1.25,18.7,4.1,7,2,30.3,6.0,0.6985294117647058,4.191176470588236,496.1,0,0,1,0
22,1,70.4,1.9,190.0,156.0,56.0,1.08,14.1,4.3,5,2,19.5,8.0,0.746268656716418,5.970149253731344,453.9,0,1,0,0
43,1,79.4,1.72,174.0,150.0,78.0,0.97,23.9,4.4,3,0,27.0,8.0,0.75,6.0,462.1,0,1,0,0
33,1,78.1,1.77,190.0,161.0,73.0,1.11,18.5,4.9,4,1,25.0,8.0,0.7521367521367521,6.017094017094017,521.6,0,1,0,0
53,1,81.2,1.75,174.0,145.0,77.0,1.09,30.7,4.0,3,0,26.5,6.0,0.7010309278350515,4.2061855670103085,372.3,0,0,1,0
45,0,45.7,1.54,176.0,159.0,64.0,1.13,21.1,3.3,4,2,19.3,9.5,0.8482142857142857,8.058035714285714,416.1,1,0,0,0
46,0,54.4,1.74,168.0,137.0,63.0,0.98,18.4,3.9,4,2,18.0,6.0,0.7047619047619048,4.228571428571429,225.4,0,0,1,0
29,0,60.8,1.71,194.0,175.0,69.0,1.2,30.8,3.8,7,2,20.8,9.5,0.848,8.056,587.8,1,0,0,0
54,0,70.3,1.65,162.0,149.0,74.0,0.69,26.3,3.0,3,0,25.7,9.5,0.8522727272727273,8.09659090909091,392.7,1,0,0,0
47,1,80.6,1.59,172.0,128.0,76.0,0.93,20.6,3.3,4,1,31.8,3.0,0.5416666666666666,1.625,121.8,0,0,0,1
40,0,60.8,1.75,180.0,151.0,65.0,0.81,17.2,4.4,6,2,19.9,8.0,0.7478260869565218,5.982608695652174,294.6,0,1,0,0
33,0,59.1,1.58,184.0,130.0,64.0,1.39,20.9,4.9,5,2,23.6,3.0,0.55,1.65,135.5,0,0,0,1
31,0,75.3,1.89,192.0,147.0,62.0,1.22,10.4,3.0,6,3,21.0,7.0,0.6538461538461539,4.576923076923077,420.5,0,0,0,0
27,0,68.5,1.69,197.0,180.0,82.0,0.59,26.5,3.0,2,0,23.9,9.5,0.8521739130434782,8.095652173913043,327.2,1,0,0,0
24,1,43.7,1.56,201.0,165.0,81.0,0.53,35.0,2.6,3,0,18.0,6.0,0.7,4.199999999999999,97.3,0,0,1,0
54,1,79.5,1.63,173.0,147.0,70.0,0.85,15.3,4.5,4,1,30.0,8.0,0.7475728155339806,5.980582524271845,404.1,0,1,0,0
46,0,65.8,1.65,173.0,158.0,68.0,0.74,27.3,3.1,4,1,24.1,9.5,0.8571428571428571,8.142857142857142,396.5,1,0,0,0
20,0,99.9,1.9,194.0,156.0,69.0,0.48,32.5,3.1,2,0,27.7,6.0,0.696,4.176,200.2,0,0,1,0
32,1,58.4,1.59,182.0,166.0,73.0,0.71,23.9,3.2,3,1,23.1,9.5,0.8532110091743119,8.105504587155963,336.1,1,0,0,0
53,1,68.9,1.67,176.0,140.0,56.0,0.77,10.5,3.0,6,2,24.8,6.0,0.7,4.199999999999999,222.8,0,0,1,0
36,0,75.4,1.63,192.0,175.0,79.0,0.67,26.7,3.1,3,1,28.5,9.5,0.8495575221238938,8.070796460176991,407.7,1,0,0,0
30,1,73.4,1.73,197.0,156.0,79.0,0.43,24.1,2.7,2,0,24.5,7.0,0.652542372881356,4.567796610169491,144.2,0,0,0,0
59,1,65.4,1.63,158.0,128.0,56.0,1.47,13.8,4.0,7,3,24.7,6.0,0.7058823529411765,4.235294117647059,407.2,0,0,1,0
38,0,51.1,1.57,190.0,156.0,76.0,0.92,27.2,3.9,4,1,20.8,6.0,0.7017543859649122,4.2105263157894735,197.9,0,0,1,0
54,1,60.3,1.66,165.0,137.0,73.0,0.91,22.3,4.3,4,1,21.9,6.0,0.6956521739130435,4.173913043478261,229.0,0,0,1,0
44,0,54.3,1.65,178.0,137.0,62.0,1.55,22.4,3.9,6,3,19.9,7.0,0.646551724137931,4.525862068965518,380.9,0,0,0,0
46,0,55.3,1.62,178.0,152.0,74.0,0.86,28.2,3.9,2,0,21.0,8.0,0.75,6.0,285.3,0,1,0,0
37,1,76.7,1.63,189.0,154.0,73.0,0.98,16.4,3.1,4,1,29.0,6.0,0.6982758620689655,4.189655172413794,314.9,0,0,1,0
42,1,101.0,1.8,181.0,144.0,58.0,0.73,19.9,3.9,4,2,31.2,6.0,0.6991869918699187,4.195121951219512,309.3,0,0,1,0
23,1,51.6,1.65,204.0,144.0,70.0,1.18,14.3,4.2,4,1,19.0,3.0,0.5522388059701493,1.656716417910448,100.9,0,0,0,1
53,1,62.8,1.57,167.0,130.0,62.0,1.01,19.4,3.6,7,2,25.6,7.0,0.6476190476190476,4.533333333333333,287.5,0,0,0,0
19,1,60.7,1.63,200.0,136.0,59.0,1.45,12.2,4.8,7,3,22.7,3.0,0.5460992907801419,1.6382978723404256,144.2,0,0,0,1
39,1,84.0,1.69,179.0,163.0,72.0,0.81,23.6,3.4,2,0,29.6,9.5,0.8504672897196262,8.07943925233645,549.7,1,0,0,0
49,0,58.7,1.55,165.0,133.0,72.0,0.66,27.0,2.5,3,0,24.5,7.0,0.6559139784946236,4.591397849462365,177.9,0,0,0,0
33,1,81.4,1.84,173.0,149.0,76.0,1.02,16.6,4.9,4,1,24.0,8.0,0.7525773195876289,6.020618556701031,499.9,0,1,0,0
35,0,65.6,1.77,190.0,158.0,63.0,0.66,26.7,4.1,5,1,21.0,8.0,0.7480314960629921,5.984251968503937,259.1,0,1,0,0
22,1,59.8,1.82,197.0,155.0,77.0,0.82,26.8,3.0,3,0,18.0,7.0,0.65,4.55,223.1,0,0,0,0
53,1,79.9,1.72,171.0,140.0,69.0,0.47,21.3,3.6,2,0,27.0,6.0,0.696078431372549,4.1764705882352935,156.8,0,0,1,0
47,1,55.0,1.47,176.0,138.0,67.0,1.4,14.2,4.1,7,3,25.4,7.0,0.6513761467889908,4.559633027522936,351.1,0,0,0,0
36,1,85.8,1.83,185.0,168.0,72.0,0.98,20.9,3.4,5,1,25.5,9.5,0.8495575221238938,8.070796460176991,678.6,1,0,0,0
40,1,54.9,1.59,185.0,167.0,68.0,0.53,21.1,2.8,2,0,21.6,9.5,0.8461538461538461,8.038461538461538,233.9,1,0,0,0
51,0,60.1,1.6,174.0,135.0,62.0,1.37,14.7,3.8,7,3,23.4,7.0,0.6517857142857143,4.5625,375.7,0,0,0,0
30,0,78.1,1.7,185.0,148.0,62.0,0.82,20.8,3.5,6,2,27.2,6.0,0.6991869918699187,4.195121951219512,268.7,0,0,1,0
46,0,92.3,1.82,182.0,154.0,71.0,0.65,21.9,4.3,3,1,27.9,8.0,0.7477477477477478,5.981981981981982,358.9,0,1,0,0
53,1,61.5,1.79,171.0,143.0,58.0,0.84,11.5,4.7,4,2,19.3,8.0,0.7522123893805309,6.017699115044247,310.9,0,1,0,0
39,1,67.3,1.77,177.0,131.0,76.0,0.71,26.8,3.7,3,1,21.5,3.0,0.5445544554455446,1.6336633663366338,78.1,0,0,0,1
53,1,50.1,1.65,164.0,126.0,55.0,1.02,19.8,3.4,5,2,18.4,7.0,0.6513761467889908,4.559633027522936,233.0,0,0,0,0
26,0,67.3,1.65,188.0,153.0,71.0,0.86,18.3,3.4,2,0,24.8,6.0,0.7008547008547008,4.205128205128204,243.4,0,0,1,0
56,0,81.0,1.71,167.0,153.0,70.0,0.76,31.7,3.5,2,0,27.5,9.5,0.8556701030927835,8.128865979381443,500.4,1,0,0,0
36,1,63.6,1.67,183.0,146.0,77.0,0.64,21.9,3.0,2,0,22.9,7.0,0.6509433962264151,4.556603773584905,185.5,0,0,0,0
55,0,66.8,1.77,153.0,117.0,73.0,0.66,27.1,3.5,2,0,21.3,3.0,0.55,1.65,72.7,0,0,0,1
23,1,70.4,1.76,194.0,157.0,69.0,0.71,29.9,3.4,3,1,22.7,6.0,0.704,4.224,211.1,0,0,1,0
32,1,100.5,1.74,186.0,156.0,67.0,0.92,17.9,4.6,4,1,33.2,8.0,0.7478991596638656,5.983193277310924,553.2,0,1,0,0
37,0,60.5,1.45,184.0,149.0,68.0,0.67,26.7,3.3,3,0,28.8,6.0,0.6982758620689655,4.189655172413794,169.8,0,0,1,0
26,0,77.2,1.69,186.0,148.0,59.0,1.17,23.5,3.8,7,3,26.9,6.0,0.7007874015748031,4.2047244094488185,379.8,0,0,1,0
